,company,date,title,All_Sectors,Accounting & Finance Jobs,Admin Jobs,Consultancy Jobs,Creative & Design Jobs,Customer Services Jobs,Domestic help & Cleaning Jobs,"Energy, Oil & Gas Jobs",Engineering Jobs,HR & Recruitment Jobs,Healthcare & Nursing Jobs,Hospitality & Catering Jobs,IT Jobs,Legal Jobs,Logistics & Warehouse Jobs,Maintenance Jobs,Manufacturing Jobs,Other/General Jobs,"PR, Advertising & Marketing Jobs",Part time Jobs,Property Jobs,Retail Jobs,Sales Jobs,Scientific & QA Jobs,Social work Jobs,Teaching Jobs,Trade & Construction Jobs,Travel Jobs,Unknown
1197,UnitedHealth Group,2018-11-01,Registered Nurse,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1198,Gallagher,2018-11-01,"Supervisor, Policy Review - Commercial Insurance",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1199,"Clark County, NV",2018-11-01,TRAFFIC SYSTEMS TECHNICIAN SUPERVISOR,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,Diamond Resorts International,2018-11-01,Vacation Counselor (Sales),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1201,Gallagher,2018-11-01,Claims Intake Reviewer,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1202,Sodexo Inc.,2018-11-01,Healthcare Host/Hostess,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1203,Canon USA & Affiliates,2018-11-01,Account Executive,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1204,MGM Resorts,2018-11-01,Director Title 31 Audit (Corporate),Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,"Clark County, Nevada",2018-11-01,Medical Examiner,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1206,Grainger,2018-11-01,Installation Technician I- Remote,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1207,B and B Transport Inc.,2018-11-01,CDL Class A Truck Driver- Las Vegas NV,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,"Western Express, Inc.",2018-11-01,"CDL-A Flatbed Truck Driver EARN $75,000 or More Per Year",Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,Leidos,2018-11-01,Test Engineer,"Energy, Oil & Gas Jobs",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,Leidos,2018-11-01,Software Developer,"Energy, Oil & Gas Jobs",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,Leidos,2018-11-01,Cybersecurity Analyst,"Energy, Oil & Gas Jobs",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,CyberCoders,2018-11-01,Senior Front-End Engineer,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1214,CyberCoders,2018-11-01,Senior DevOps Engineer,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1215,The Stepping Stones Group,2018-11-01,Physical Therapist,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1216,The Stepping Stones Group,2018-11-01,Speech-Language Pathologist,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1217,The Stepping Stones Group,2018-11-01,School Psychologist,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1218,The Stepping Stones Group,2018-11-01,Occupational Therapist,Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1219,Zeel,2018-11-01,Massage Therapist,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1220,Ultimate Fighting Championship,2018-11-01,Internship-Corporate Comm.'s-Spring 2019,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1221,Hilton,2018-11-01,Turndown Attendant - (PT),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1222,Bank of America,2018-11-01,Client Service Representative,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1223,Robert Half Finance & Accounting,2018-11-01,Accounting Manager/Supervisor,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,Water Grill,2018-11-01,Event Manager,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1225,Outback Steakhouse / Cerca Trova Restaurant Concepts Inc.,2018-11-01,Kitchen Staff - Line Cook/Dishwasher,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,Union Square Hospitality Group,2018-11-01,Team Members - Vegas,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1227,Red Robin Team Members,2018-11-01,Front of House Team Members,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1228,Red Robin,2018-11-01,Delivery Driver,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1229,Water Grill,2018-11-01,Sous Chef,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1230,Outback Steakhouse / Cerca Trova Restaurant Concepts Inc.,2018-11-01,Server,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,Outback Steakhouse / Cerca Trova Restaurant Concepts Inc.,2018-11-01,Bartender,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,Outback Steakhouse / Cerca Trova Restaurant Concepts Inc.,2018-11-01,Host/Hostess/Server Assistant,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,Robert Half Technology,2018-11-01,Java Developer,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,Robert Half Technology,2018-11-01,PHP Developer,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,MGM Resorts,2018-11-01,Executive Director Site Reliability,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1236,Vent Blotique,2018-11-01,Hair Stylist - Upscale Blow Dry & Style Salon,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,Sport Clips,2018-11-01,Hairstylist - Cosmetology License Req'd - Full/Part Time - NV103,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,Sport Clips,2018-11-01,Hairstylist - Cosmetology License Req'd - Full/Part Time - NV107,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,Sport Clips,2018-11-01,Hairstylist - Cosmetology License Req'd - Full/Part Time - NV110,Hospitality & Catering Jobs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,NCSA Athletic Recruiting,2018-11-01,Senior Sports Sales Specialist - Las Vegas,Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1241,Care.com,2018-11-01,Nanny Needed For 1 Child In Las Vegas.,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1242,HomeAdvisor,2018-11-01,"Professional Handymen - Grow Your Business With HomeAdvisor (Las Vegas,NV)",Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1243,HomeAdvisor,2018-11-01,"Want to Earn More as a General Contractor? Reach More Customers With HomeAdvisor (Las Vegas,NV)",Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1244,HomeAdvisor,2018-11-01,"Want to Earn More as an A/C Mechanic? Reach More Customers With HomeAdvisor (Las Vegas,NV)",Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1245,HomeAdvisor,2018-11-01,"Professional Remodelers - Grow Your Business With HomeAdvisor (Las Vegas,NV)",Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1246,HomeAdvisor,2018-11-01,"Want to Earn More as a Remodeler? Reach More Customers With HomeAdvisor (Las Vegas,NV)",Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1247,HomeAdvisor,2018-11-01,"Want to Earn More as a Sider? Reach More Customers With HomeAdvisor (Las Vegas,NV)",Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1248,HomeAdvisor,2018-11-01,"Professional Heating Mechanics - Grow Your Business With HomeAdvisor (Las Vegas,NV)",Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1249,HomeAdvisor,2018-11-01,"Professional Roofers - Grow Your Business With HomeAdvisor (Las Vegas,NV)",Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1250,HomeAdvisor,2018-11-01,"Professional A/C Mechanics - Grow Your Business With HomeAdvisor (Las Vegas,NV)",Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1251,HomeAdvisor,2018-11-01,"Window/Glass Professionals - Grow Your Business With HomeAdvisor (Las Vegas,NV)",Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1252,HomeAdvisor,2018-11-01,"Want to Earn More as a Handyman? Reach More Customers With HomeAdvisor (Las Vegas,NV)",Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1253,HomeAdvisor,2018-11-01,"Professional Siders - Grow Your Business With HomeAdvisor (Las Vegas,NV)",Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1254,HomeAdvisor,2018-11-01,"Want to Earn More as a Roofer? Reach More Customers With HomeAdvisor (Las Vegas,NV)",Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1255,HomeAdvisor,2018-11-01,"Want to Earn More Installing/Repairing Windows? Reach More Customers With HomeAdvisor (Las Vegas,NV)",Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1256,HomeAdvisor,2018-11-01,"Want to Earn More as a Heating Mechanic? Reach More Customers With HomeAdvisor (Las Vegas,NV)",Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1257,HomeAdvisor,2018-11-01,"Professional Contractors - Grow Your Business With HomeAdvisor (Las Vegas,NV)",Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1258,HouseKeeper,2018-11-01,Housekeeper Wanted - Flexible Chambermaid Needed In Las Vegas,Domestic help & Cleaning Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,Rain For Rent,2018-11-01,Class A CDL,Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,DaVita,2018-11-01,NP or PA - Urgent Care,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1261,Duane Reade,2018-11-01,Assistant Store Manager Trainee,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1262,Sodexo Inc.,2018-11-01,Supervisor - Food - Desert Springs,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1263,MGM Resorts,2018-11-01,Poker Floor Supervisor (MGM National Harbor),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1264,Caesars Entertainment Corporation,2018-11-01,Project Manager,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,"MHM Services, Inc.",2018-11-01,Regional Vice President,Consultancy Jobs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,Caesars Entertainment Corporation,2018-11-01,eSports/Experiential Technology - Intern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1267,Clark County School District,2018-11-01,"Hickey, Liliam Lujan ES - 2018-2019 Pre-Kindergarten Teacher",Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1268,GES Corporation,2018-11-01,Sr. Payroll Specialist,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,Clark County School District,2018-11-01,"Manch, J. E. ES - 2018-2019 Grade 3 Teacher",Teaching Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1270,"Boyd Gaming, Inc.",2018-11-01,Accountant Sr - Corporate,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,"Boyd Gaming, Inc.",2018-11-01,Senior Network Security Engineer,Scientific & QA Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1272,Caesars Entertainment Corporation,2018-11-01,Marketing Shared Services Specialist - Talent Pool,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1273,Caesars Entertainment Corporation,2018-11-01,Strategic Sourcing Associate - Marketing,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1274,Diamond Resorts Corporation,2018-11-01,Vacation Counselor (Sales),Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1275,Caesars Entertainment Corporation,2018-11-01,Systems Analyst - M&A,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1276,Loves Travel Stops & Country Store,2018-11-01,Diesel Mechanic - Speedco,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1277,Loves Travel Stops & Country Store,2018-11-01,Lube & Tire Tech - Speedco,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1278,adidas,2018-11-01,Advanced Retail Professional - Visual Merchandising Las Vegas 513 1,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1279,adidas,2018-11-01,Retail Assistant Manager - Visual Merchandising 513,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1280,adidas,2018-11-01,Advanced Retail Professional Las Vegas 513,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1281,"Brooks Brothers Group, Inc",2018-11-01,"Store Associate, Part Time- Forum Shops at Caesar's, Las Vegas, NV",Manufacturing Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1282,"Brooks Brothers Group, Inc",2018-11-01,"Store Associate, Part Time- Las Vegas North Premium Outlet",Retail Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1283,"Global Channel Management, Inc.",2018-11-01,IT Support Specialist,IT Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,UNIVISION,2018-11-01,Activations Technician (PT),Creative & Design Jobs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,Leidos,2018-11-01,Environmental Scientist / Chemist,"Energy, Oil & Gas Jobs",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,Centene Corporation,2018-11-01,Quality Improvement Coordinator II,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1287,Sodexo Inc.,2018-11-01,Cook I at Centennial Hills Medical Center,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1288,DaVita,2018-11-01,"Physician, Pediatrics",Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1289,Genesis HealthCare,2018-11-01,Registered Nurse (Full Time),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1290,Sodexo Inc.,2018-11-01,Healthcare Host/Hostess at Centennial Hills,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1291,DaVita,2018-11-01,Business Intelligence (BI) Developer-1,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1292,MGM Resorts,2018-11-01,"Executive Director, Web Product Management",Customer Services Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,Allegiant Air,2018-11-01,"Engineer, Aircraft Structures",Travel Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1294,Las Vegas Sands Corp.,2018-11-01,Sr Auditor - Audit services,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,Bausch & Lomb,2018-11-01,Ocular Specialty Representative - Las Vegas,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1296,"Clark County, Nevada",2018-11-01,PTH - Coroner Investigator (north County),Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,Seasons Hospice & Palliative Care,2018-11-01,Hospice Aide,Healthcare & Nursing Jobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,CyberCoders,2018-11-01,Senior Software Engineer,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1299,Compass Group,2018-11-01,FOOD SERVICE UTILITY (FULL-TIME AXP Lounge LAS),Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1300,Transport Design Inc,2018-11-01,"1200 Mile Haul Average, Drop & Hook CDL A Company Drivers",Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,Transport Design Inc,2018-11-01,"Owner Operator / Contractor CDL A No Touch Freight, Drop & Hook",Logistics & Warehouse Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,American National,2018-11-01,Life Sales Director (Remote),Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1303,DaVita,2018-11-01,Vice President Technology,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1304,MGM Resorts,2018-11-01,VP Finance Shared Services,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,Las Vegas Sands Corp.,2018-11-01,Manager - Shared Services Contracts,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,KPMG,2018-11-01,"Manager, Security Engineer",Customer Services Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,MGM Resorts,2018-11-01,Director HR Shared Services (Corporate),HR & Recruitment Jobs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,MGM Resorts,2018-11-01,Assistant Shift Manager - Security (MGM Grand),Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1309,MGM Resorts,2018-11-01,Senior Software Engineer - MarTech (Corporate),IT Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,MGM Resorts,2018-11-01,Audit Data Analyst (Corporate),IT Jobs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,MGM Resorts,2018-11-01,Manager Tier Strategy Direct Marketing (Corporate),Sales Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1312,Red Robin Team Members,2018-11-01,Heart of House Team Members,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1313,CompHealth,2018-11-01,Physician: Pediatric Cardiac Intensivist Medical Director Needed for New Unit in Las Vegas | JOB-246,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1314,CompHealth,2018-11-01,Physician: Neuromuscular Outpatient opportunity with AANEM Certified Lab in Las Vegas NV | JOB-2495,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1315,Care.com,2018-11-01,Nanny Needed For 1 Child In Las Vegas,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1316,Allegiant Air,2018-11-01,Financial Analyst,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,Arthur J Gallagher & Co.,2018-11-01,Commercial Insurance Quality Analyst,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,Allegiant Air,2018-11-01,Graphic Design & Marketing Coordinator - G4CE,"PR, Advertising & Marketing Jobs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1319,Life Time Fitness,2018-11-01,Member Services Supervisor,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1320,MGM Resorts,2018-11-01,Executive Director Technical Program Management,Consultancy Jobs,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,"Station Casinos, Inc.",2018-11-01,Room Manager-Grand Cafe-Palace-FT,Customer Services Jobs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,Dignity Health,2018-11-01,RN Critical Care Float Pool,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1323,Las Vegas Sands Corp.,2018-11-01,Analyst - Corporate IT,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,"Boyd Gaming, Inc.",2018-11-01,Senior Data Analyst - IT,Accounting & Finance Jobs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,Lyft,2018-11-01,Local Analytics Manager - Las Vegas,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1326,Care.com,2018-11-01,Nanny Needed For 40 A Week In Las Vegas,Social work Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1327,Private Practice,2018-11-01,Physician Bilingual English & Spanish $Open,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1328,SPEEDVEGAS,2018-11-01,Driving Coach,Other/General Jobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
